categories,city,country,latitude,longitude,name,province,reviews_date,reviews_dateAdded,reviews_text,reviews_title,Image
Hotels,Kailua Kona,US,19.629903,-155.988787,Hotel 1,HI,1/6/2015 4:00:00 PM,11/21/2016 7:29:22 AM,"This place had everything we could want. Room was spotless and adequate...not fancy but certainly met our needs in good order. Had a nice view of the ocean from the living room and the lanai and yes, we did see whales from our room. Pool was clean, after ten the place was SILENT, close enough to walk to many restaurants and bars, and overall we were very satified. No housekeeping so tell the kids to pick up after themselves. Rates were fair and the staff was very friendly. We'll be back.",EVERYTHING we needed...,
Hotels,Kailua Kona,US,19.629903,-155.988787,Hotel 1,HI,8/22/2014 5:00:00 PM,11/21/2016 7:29:22 AM,"we had wonderful experience with the big Island, not so much with the condos.",Hit or miss,
Hotels,Kailua Kona,US,19.629903,-155.988787,Hotel 1,HI,2/20/2016 4:00:00 PM,11/21/2016 7:29:22 AM,"The location is great in the center of downtown Kona, near the beach, restaurants, etc. The condo is spacious for a stay of two or small family of 3 or 4. The laundry is on site including dryer and washer. This is the plus when I decided to book this property. My only complaints are the noises in the early morning when businesses load their goods and the hidden fee of cleaning service. It was indicated on the confirmation page that additional fee of 50 will be charged by the hotel at check in/out. However, the hotel only informs me at my arrival that I stay more than 3 nights, so the additional fee will be 130 instead of 50. I understand the whole resort/cleaning fee, and I do not mind to pay 130 if I am informed in advanced. I book hotels very frequent and I understand the resort fee usually bases on daily. If not, the property will inform the slum sum amount before customer decide to book or not. At castle kona reef, cleaning happens once a week, so we do not get room cleaning during our stay. Room is no...",Beware of hidden fee,
Hotels,Kailua Kona,US,19.629903,-155.988787,Hotel 1,HI,12/12/2014 4:00:00 PM,11/21/2016 7:29:22 AM,Good location and well cared for units with attentive staff - good value.,Reasonable beach condo - well located,
Hotels,Kailua Kona,US,19.629903,-155.988787,Hotel 1,HI,1/9/2015 4:00:00 PM,11/21/2016 7:29:22 AM,"Old facilities, but great location. The cleaning fee is quite a lot.",Great location,
Hotels,Kailua Kona,US,19.629903,-155.988787,Hotel 1,HI,10/26/2013 5:00:00 PM,11/21/2016 7:29:22 AM,"The condo was great ! Our unit was A little close to busy Alii dr so a bit noisy, but other than that .....fantastic !! Cumfy bed, great kitchen , awesome sunsets ! True value for the money !!",Close to town !,
Hotels,Kailua Kona,US,19.629903,-155.988787,Hotel 1,HI,2/23/2016 4:00:00 PM,11/21/2016 7:29:22 AM,You can not find another facility closer to the waves. Great listening to the waves crashing all night long. Surfers in the water by breakfast.,Kona on the water,
Hotels,Kailua Kona,US,19.629903,-155.988787,Hotel 1,HI,9/23/2013 5:00:00 PM,11/21/2016 7:29:22 AM,"We stayed in a condo for ease of meals. This condo,only had dishes and pans. No salt, pepper, or other minimal cooking supplies. The bed pillows were awful. There was no air in the bedroom so it was hot and stuffy even with the ceiling fan on, which the light bulbs had to be unscrewed in order to have the fan on and the lights off. For the price of the place, we simply expected more. Finally, everywhere you looked there was a sign telling you that you would be penalized for ridiculous things, such as the door tags.",Great location,
Hotels,Kailua Kona,US,19.629903,-155.988787,Hotel 1,HI,1/15/2016 4:00:00 PM,11/21/2016 7:29:22 AM,"Kona is a very busy little area, but the condo was convenient for walking to shopping, dining, and other activities. Nice ocean view with all the expected conveniences in the room. No housekeeping for our stay of 6 nights, but in-room washer/dryer kept us provided with clean towels/linens as necessary.",Kona comfy,
Hotels,Kailua Kona,US,19.629903,-155.988787,Hotel 1,HI,9/29/2014 5:00:00 PM,11/21/2016 7:29:22 AM,experience was ok...attitude of lady checking me should have been better...check out man was a good attitude...,condition of room--VERY DISAPPOINTING !!!,
Hotels,Kailua Kona,US,19.629903,-155.988787,Hotel 1,HI,10/28/2015 5:00:00 PM,11/21/2016 7:29:22 AM,"The pros: close to downtown Kona and actually on the coast. There is no beach, but the volcanic rocks below our room housed all sorts of crabs, fish and eels to check out. The room had a washer and dryer, which are essential for a longer stay or if you plan on doing a lot of beach activities The cons: Old, hard beds. The air conditioning was a wall unit and did not reach into the bedroom. The only reason that we stayed was the Murphy bed in the front room. We were cool and could watch the sunset from bed. The WiFi is very slow. Individual units are owned by different people, so finishes vary. We were in D34",Older rental condo community ON the coast,
Hotels,Kailua Kona,US,19.629903,-155.988787,Hotel 1,HI,6/18/2014 5:00:00 PM,11/21/2016 7:29:22 AM,No surprises. Very well run and accommodating. Recent remodel tastefully done.,Great location. Walking distance to everything.,
Hotels,Kailua Kona,US,19.629903,-155.988787,Hotel 1,HI,5/15/2015 5:00:00 PM,11/21/2016 7:29:22 AM,It was very comfortable.,This was our third visit over a few years,
Hotels,Kailua Kona,US,19.629903,-155.988787,Hotel 1,HI,4/28/2015 5:00:00 PM,11/21/2016 7:29:22 AM,"The condo resort is in a great location, and has nice facilities and very secure. But, when arriving, our condo's floor was very filthy, and did not look like it had been cleaned in quite a while. We asked to have a mop and bucket so that we could clean it, and it took them 3 hours to find one. (kind of stands to reason why the floor was so dirty). We are not picky, and not 'clean freaks', but when your feet pick up not only dirt, but dust bunnies....just saying! The frustrating thing about it, was that the office staff did not apologize to us. We get that things get overlooked, but you do need to acknowledge the situation and try to make it right. No one did.","Great stay, after some initial fixes to the room!",
Hotels,Kailua Kona,US,19.629903,-155.988787,Hotel 1,HI,7/5/2015 5:00:00 PM,11/21/2016 7:29:22 AM,This condo is near Kailua Town so that walking to and from is not a problem at all. There is ample parking spaces and and they are wide enough to accommodate bigger pick ups. Ocean view rooms are very scenic and one can view the beautiful sunsets. The pool is one of the best. It is clean and neat. Lounge chairs are in good condition. For those who likes to BBQ and cook their own meals are in luck because there are for gas ready for your use. Their are cleaned everyday.,Very good condo to spend your vacation.,
Hotels,Kailua Kona,US,19.629903,-155.988787,Hotel 1,HI,5/22/2016 5:00:00 PM,11/21/2016 7:29:22 AM,"We only stayed one night. Did not expect as good of a view as we got, it was fantastic. Room was basic but comfortable. A long block (or two short blocks) to all of the shops/restaurants of Kona. The only bad thing is that we stayed only one night, but when we booked on Expedia I did not see that it had a cleaning fee. I even looked on Expedia just for that. When I went back, there is a button for it but was not where I expected to be (maybe Expedia has reformatted where it is since last time I booked a place with a cleaning fee) Great deal if you are spending multiple nights, staying one night and paying a cleaning fee is hard.",Great value for the money,
Hotels,Kailua Kona,US,19.629903,-155.988787,Hotel 1,HI,6/7/2016 5:00:00 PM,11/21/2016 7:29:22 AM,We were there for a short stay. Great beach next door to watch turtles. Didn't use the pool because the sea is better. Rooms were good. Location is walking distance to Kailua.,"Ground floor,  Ocean View.",
Hotels,Kailua Kona,US,19.629903,-155.988787,Hotel 1,HI,1/2/2014 4:00:00 PM,11/21/2016 7:29:22 AM,"The location of Kona Reef is excellent. You can walk to many great restaurants and bars. They have a beautiful pool and jacuzzi and a great outdoor BBQ cooking area (They cleaned the gas grills every morning). The sunset views from both our lanai and the pool area were spectacular. The room itself was O.K., a little dated, small but functional. We had two adults and two kids, but there was enough room for all. The bathroom and kitchen was well equipped, nothing fancy but adequate. There was always plenty of parking close to the room. The only real negative for me was the occasional slamming of doors from all the units. The inner walkways amplified any voices or footsteps. The noise of guests coming and going could get a little loud in the morning. Overall a great place for a family to stay.",All you need...,
Hotels,Kailua Kona,US,19.629903,-155.988787,Hotel 1,HI,7/19/2016 5:00:00 PM,11/21/2016 7:29:22 AM,The room was just about underground. It was full of mosquitoes which we were constantly trying to kill.,All you need...,
Hotels,Kailua Kona,US,19.629903,-155.988787,Hotel 1,HI,9/1/2013 5:00:00 PM,11/21/2016 7:29:22 AM,Our stay was amazing! We were literally feet from the water. The kitchen was well-stocked with everything we needed. The A/C was great. The view from our balcony was phenomenal so we didn't really notice anything else about the condo! We'll definitely go back to the Castle Kona Reef next time we stay in Kona.,Perfect location near Kailua strip and beaches,
Hotels,Kailua Kona,US,19.629903,-155.988787,Hotel 1,HI,11/16/2013 4:00:00 PM,11/21/2016 7:29:22 AM,"The room was fine, but the bed was just awful! We actually slept on the hide a bed one night - it was more comfortable than the bed.",The bed,
Hotels,Kailua Kona,US,19.629903,-155.988787,Hotel 1,HI,4/27/2016 5:00:00 PM,11/21/2016 7:29:22 AM,"Our Condo was the end unit, B-21, and it was in the worst location in the complex except the unfortunate people below us. It is situated right next to the busy and noisy Ali'i Drive and facing the public beach park with lots of commotion going on at all hours. Our ocean view was a tiny sliver from the Lanai. The view once we stepped out the front door was of cement stairs and the parking lot. The pool is nowhere in sight and a good hike through the complex to where it is actually pretty and you can see the ocean. The unit was hot and the air conditioner was placed at the opposite end from the bedroom which was also off to the side, past the kitchen, laundry and bathroom. We couldn't open the windows because of the traffic noise (motorcycles burning rubber, cars, buses, tour vehicles honking horns and people shouting after weddings etc) and the sun blared through the windows on that side because the blinds were missing at least a quarter of their slats. All the blinds were dirty, stained and broken. The kit...",Disappointing Unit Location,
Hotels,Kailua Kona,US,19.629903,-155.988787,Hotel 1,HI,10/13/2013 5:00:00 PM,11/21/2016 7:29:22 AM,I really enjoyed my 1 bedroom condo here. The location is walking distance (1/4 mile) to the main part of downtown Kona. The pool and hot tub where very nice. Loved the view from my luani too of a beautiful sandy beach next to the building. Highly recommend this condo for affordable (150/night) in Kona housing.,Great location adn condo building,
Hotels,Kailua Kona,US,19.629903,-155.988787,Hotel 1,HI,6/23/2014 5:00:00 PM,11/21/2016 7:29:22 AM,"Not the most comfortable suite, but had plenty of appliances, dish wares etc. Great view, superior pool facilities. Charged extra for house keeping, but did little for it. Expected you to remove trash, no fresh towels w/o additional payment. Location was somewhat noisy.",Easy walking distance to downtown Kona attractions,
Hotels,Kailua Kona,US,19.629903,-155.988787,Hotel 1,HI,9/3/2013 5:00:00 PM,11/21/2016 7:29:22 AM,Nice hotel little but of construction at the time but no big deal.,Everything was good,
Hotels,Kailua Kona,US,19.629903,-155.988787,Hotel 1,HI,7/2/2014 5:00:00 PM,11/21/2016 7:29:22 AM,At first I was not sure what it was going to be like because the lady at the front desk was a little rude. When our wi-fi wasn't working. She didn't want to do much to help and then another lady came from the back room and said we could try to use another code. The room was great. Beautiful view. The pool was great. Really clean. I would stay again for sure.,Great room. Loved the pool and view.,
Hotels,Kailua Kona,US,19.629903,-155.988787,Hotel 1,HI,4/28/2015 5:00:00 PM,11/21/2016 7:29:22 AM,"The condo resort is in a great location, and has nice facilities and very secure. But, when arriving, our condo's floor was very filthy, and did not look like it had been cleaned in quite a while. We asked to have a mop and bucket so that we could clean it, and it took them 3 hours to find one. (kind of stands to reason why the floor was so dirty). We are not picky, and not 'clean freaks', but when your feet pick up not only dirt, but dust bunnies....just saying! The frustrating thing about it, was that the office staff did not apologize to us. We get that things get overlooked, but you do need to acknowledge the situation and try to make it right. No one did.","Great stay, after some initial fixes to the room!",
Hotels,Kailua Kona,US,19.629903,-155.988787,Hotel 1,HI,6/28/2014 5:00:00 PM,11/21/2016 7:29:22 AM,"Worn down hotel, and worn down apartments. Location was the only positive. Staff not very helpful either.",Location was the only positive.,
Hotels,Kailua Kona,US,19.629903,-155.988787,Hotel 1,HI,7/25/2016 5:00:00 PM,11/21/2016 7:29:22 AM,"The condos are individually owned so the standard of furnishing etc is up to the owner. In our unit the furnishings were serviceable but in need of a refresh. The remote for the air conditioner, the internet, and television in the bedroom did not work. The internet was a particular problem as my wife was facing a work related deadline. The front office manager was very helpful and stayed late to allow my wife to use the internet in her office, and obtained the password for us to share the wifi in a neighbouring unit from the second day of our stay.",Glorious sea views,
Hotels,Kailua Kona,US,19.629903,-155.988787,Hotel 1,HI,7/22/2016 5:00:00 PM,11/21/2016 7:29:22 AM,"Condominium facilities were okay but limited. The room was outdated, beat up and somewhat dirty. Took a shower, walked on the floor and bottoms of feet were instantly dirty. Unit also smelled. Not much good to say about unit. Sorry to owner, but they should provide a clean unit at least.","Outdated, dirty unit in good location.",
Hotels,Kailua Kona,US,19.629903,-155.988787,Hotel 1,HI,9/20/2014 5:00:00 PM,11/21/2016 7:29:22 AM,"check in was a bit tricky, there are three driveways into the complex, it is hard to find the office if you do not go into the 1st driveway. the staff was pleasant and helpful. window air conditioner was noisy. all else was great, good bed, beautiful view, comfortable living room, when we were in the condo, spent most of my time on the balcony. view spinner dolphins, surfers, outriggers...everyday! this is probably not the place for the younger set, mostly older people, very quiet. walk to downtown Kona, pier very easy.",will be returning to Kona Reef again!,
Hotels,Kailua Kona,US,19.629903,-155.988787,Hotel 1,HI,3/22/2016 5:00:00 PM,11/21/2016 7:29:22 AM,"I was charged an additional 78.00 at check in for a cleaning fee. At first the desk clerk said 135 and after I said no, she pretended to speak with someone in the back room for 7 seconds. This room was paid in full with no refund option available. If I didn't pay, I wasn't getting the room, plain and simple. With two small children, I simply had no choice. Once in the room, the chairs were dirty, mold in the tub and a shower door that came off the track. Dirty dishes and the hall entering the room was so filthily, we had to request it to be mopped and the staff would not. Instead, they placed a piece of plastic down for us to walk on. Furthermore, Hotels.com would do nothing about the additional charge and the person I spoke with was of no help. I have one more night needed to earn a stay, then I am done with Hotel.com and expedia.",SCAM! DO NOT STAY HERE!,
Hotels,Kailua Kona,US,19.629903,-155.988787,Hotel 1,HI,6/21/2014 5:00:00 PM,11/21/2016 7:29:22 AM,Great view,SCAM! DO NOT STAY HERE!,
Hotels,Kailua Kona,US,19.629903,-155.988787,Hotel 1,HI,9/4/2013 5:00:00 PM,11/21/2016 7:29:22 AM,The overall amenities were good. Bed not very comfortable and air conditioner was in living room so bedroom was a bit uncomfortable at night Kitchen was set up well with everything needed. Nice to have washer and dryer. Parking near our unit was a bit tight. The staff at the hotel was excellent.,great price and location,
Hotels,Kailua Kona,US,19.629903,-155.988787,Hotel 1,HI,5/12/2016 5:00:00 PM,11/21/2016 7:29:22 AM,"Was only there for a quick night, but the room was big and nice and had a great veiw. Wish we could have stayed longer. Easy after hours check in, but could have been explained better in an email or at the front office.",great price and location,
Hotels,Kailua Kona,US,19.629903,-155.988787,Hotel 1,HI,2/24/2016 4:00:00 PM,11/21/2016 7:29:22 AM,Office staff not very helpful. Inadequate parking. Room needs an update.,great price and location,
Hotels,Kailua Kona,US,19.629903,-155.988787,Hotel 1,HI,7/3/2016 5:00:00 PM,11/21/2016 7:29:22 AM,great stay. was here for a week. the condo was clean and air conditioned. the bedroom got a little warm since the main air unit is in the living room. one of the only properties with on site access to a beach.,best location in kailua kona.,
Hotels,Kailua Kona,US,19.629903,-155.988787,Hotel 1,HI,7/8/2016 5:00:00 PM,11/21/2016 7:29:22 AM,"Had a great time staying there this summer. This hotel is close to the beach and major restaurants, shopping in Alii drive.",Nice hotel close to the beach. Spacious livingroom,
Hotels,Kailua Kona,US,19.629903,-155.988787,Hotel 1,HI,6/1/2016 5:00:00 PM,11/21/2016 7:29:22 AM,"Great place, within walking distance to the shops and activities.",Great Location for ocean sunset views,
Hotels,Kailua Kona,US,19.629903,-155.988787,Hotel 1,HI,3/1/2016 4:00:00 PM,11/21/2016 7:29:22 AM,"Dirt on floor, walls thick dust on furniture water would not go down shower drain so mosquitoes congregated (during Dengue Fever alert!) asked for a broom so we could clean ourselves/never got it bedding for sofa bed not until 3rd day not enough toilet paper no dish detergent furniture very uncomfortable. Could not recommend unit D 1. Complained often to housekeeping via phone message, but they never returned calls.",Filthiest place I have ever stayed,
Hotels,Kailua Kona,US,19.629903,-155.988787,Hotel 1,HI,7/21/2016 5:00:00 PM,11/21/2016 7:29:22 AM,"Nice place, our condo was well stocked with all the amenities.",Filthiest place I have ever stayed,
Hotels,Kailua Kona,US,19.629903,-155.988787,Hotel 1,HI,3/21/2016 5:00:00 PM,11/21/2016 7:29:22 AM,"wonderful place to just relax, not much to do around the area its a good 15 min walk to anything of interest, really enjoyed the fully furnished unit including kitchen, loved the grills next to the pool area, got to cook eat and enjoy the pool. Little Jacuzzi but enough for the facility. Overall we continue to come here for the relaxation and cleanliness of the units..",Filthiest place I have ever stayed,
Hotels,Kailua Kona,US,19.629903,-155.988787,Hotel 1,HI,8/23/2013 5:00:00 PM,11/21/2016 7:29:22 AM,staying for 4 nights was average o.k. but for a whole week stay would not b too pleasant.,"unknown cost, Utility Fee $10. plus tax/day",
Hotels,Kailua Kona,US,19.629903,-155.988787,Hotel 1,HI,7/7/2016 5:00:00 PM,11/21/2016 7:29:22 AM,"Unfortunately, we had a leaking toilet that leaked water on the floor. It was reported to maintenance and they responded promptly. They tried to repair the leak twice and it still was not fixed when we departed. However, we did get compensation for it. Otherwise, I would rate the condo higher. This is our favorite place to stay in Kona.",Very Nice Condo,
Hotels,Kailua Kona,US,19.629903,-155.988787,Hotel 1,HI,7/23/2016 5:00:00 PM,11/21/2016 7:29:22 AM,"Picked this condo mostly due to price. Traveling with family made having a kitchen for breakfast a must to save some . Condo had a washer and dryer in it which was a pleasant surprise as most places don't have that. Kitchen was stocked with all the stuff needed to cook, all you need to buy is whatever you want to prepare to eat. Room was nice and had an ocean view. Another great thing about this condo was the location, you are able to walk a few minutes and be right in the middle of shops and food.",Good value condo near beach,
Hotels,Princeville,US,22.226328,-159.481416,Hotel 2,HI,7/19/2016 5:00:00 PM,3/17/2017 11:59:17 AM,"This hotel is located in one of the best locations in Kauai- it has beautiful views of the ocean. The rooms are very spacious and are equipped with a full kitchen which is helpful, especially if you don't want to spend a lot of money eating out three times a day. The hotel does not have an access to a... More",Our amazing trip to Kauai,
Hotels,Princeville,US,22.226328,-159.481416,Hotel 2,HI,7/28/2016 5:00:00 PM,3/17/2017 11:59:17 AM,"We stayed at The Cliffs for a week in July, and what a great place to stay! Friendly, smile driven service combined with great location, great amenities. We couldn't have been more pleased. First of all, the location is great. Literally on the edge of cliffs, the view of the sunset is nothing short of amazing. Many people go out... More","Friendly, Great Service and Amenities...What More Could You Ask",
Hotels,Princeville,US,22.226328,-159.481416,Hotel 2,HI,7/1/2016 5:00:00 PM,3/17/2017 11:59:17 AM,"Definitely a great resort for families. Close to amazing beach town Hanalei and some of the best hikes. Staff are truly amazing at The Cliffs. Great place to either set out on an adventure and then relax by the pool , spa or comfort of your Condo. Well kept a extremely clean. The Cliffs offer some of the nicest sunsets... More",Family holiday . amazong,
Hotels,Princeville,US,22.226328,-159.481416,Hotel 2,HI,7/23/2016 5:00:00 PM,3/17/2017 11:59:17 AM,"This years marked our 5th trip to Kauai and each time we've loved our stay at The Cliffs. We've even purchased two weeks so that we could extend our stay. This year was the loudest stay. We had very loud neighbors, which into our second week we found out that they are residence there, so we anticipated for loud voices... More",Loud stay,
Hotels,Princeville,US,22.226328,-159.481416,Hotel 2,HI,7/5/2016 5:00:00 PM,3/17/2017 11:59:17 AM,"I really lucked into this one. My brother is a long time owner with 2 timeshares for the first Friday in June. This year he only needed one, and was generous enough to offer the other to me. I'm so glad I went. My condo was in bldg 9, on the second floor. Each condo is designed with 2 lanais,... More",Family friendly condos with amazing ocean views,
Hotels,Princeville,US,22.226328,-159.481416,Hotel 2,HI,7/23/2016 5:00:00 PM,3/17/2017 11:59:17 AM,We loved the Princeville area as a base camp. Very close to the spectacular Hanalei valley and village. Very convenient to cruise on the breathtaking Na Pali coast (saves you hours of boat travel compared to starting from the South Shore). The Cliffs' condos are well located. Need to know that beaches are at least 15 min drive. The check-in... More,Great base camp to visit Kauai,
Hotels,Princeville,US,22.226328,-159.481416,Hotel 2,HI,7/13/2016 5:00:00 PM,3/17/2017 11:59:17 AM,"I love coming here each visit. The views are incredible! It is a wonderful place to have a full kitchen, laundry and apartment style feel. I wish neighbors were more respectful. Never have we encountered so many kids playing unattended. We've had teens chasing across our porch and hanging out. On our last visit we had neighbor kids playing basketball... More",Beautiful location,
Hotels,Princeville,US,22.226328,-159.481416,Hotel 2,HI,7/8/2016 5:00:00 PM,3/17/2017 11:59:17 AM,Very relaxing. Currently renovations are being made. Enjoyed the relaxing veranda for morning coffee. Easy access to many island adventures. Our time at the Cliffs way great and we made many memories. Will return some day.,Relaxing,
Hotels,Princeville,US,22.226328,-159.481416,Hotel 2,HI,7/4/2016 5:00:00 PM,3/17/2017 11:59:17 AM,"We stayed in a one bedroom and loft unit. I did not expect the unit to be so big, but it could easily fit 8 people. The room we stayed in was newly renovated, which was nice. They said they were in the process of renovating the entire property. There was lots to do at the resort and a great... More",Great Resort,
Hotels,Princeville,US,22.226328,-159.481416,Hotel 2,HI,7/17/2012 5:00:00 PM,3/17/2017 11:59:17 AM,Uggggggh.   Kids.  No kids?  Awesome!!!  Push the hot tub button hard!!,Great Resort,
Hotels,Princeville,US,22.226328,-159.481416,Hotel 2,HI,7/28/2016 5:00:00 PM,3/17/2017 11:59:17 AM,"We booked our stay at the Cliffs through II, and received the 1 bedroom + loft, which was more than comfortable for the three of us (one couple and a friend). The beds were super comfy! Which is good, since we spent most of our Kauai vacation getting muddy and beat up on the crazy trails. The breeze was wonderful,... More",Beautiful base camp for Kauai vacation,
Hotels,Princeville,US,22.226328,-159.481416,Hotel 2,HI,8/5/2014 10:00:00 PM,3/17/2017 11:59:17 AM,"We had a 1 bed room condo. It was clean, had a full kitchen, a king bed, and a sofa bed.",Beautiful base camp for Kauai vacation,
Hotels,Princeville,US,22.226328,-159.481416,Hotel 2,HI,8/20/2014 10:00:00 PM,3/17/2017 11:59:17 AM,I liked the beautiful landscape and well maintained neighborhood. We had a good workout,Beautiful base camp for Kauai vacation,
Hotels,Princeville,US,22.226328,-159.481416,Hotel 2,HI,6/12/2016 5:00:00 PM,3/31/2017 11:32:19 AM,"This hotel has had some of its rooms recently renovated. The building itself looks quite old, the elevator sounds and looks like it's about to fall apart. However the rooms inside are quite modern, neat, tidy. ",Good location and price,
Hotels,Princeville,US,22.226328,-159.481416,Hotel 2,HI,6/7/2016 5:00:00 PM,3/31/2017 11:32:19 AM,"You have to look past the remodel that is underway. The lobby is fantastic and the rooms very nice. The pool is small but with a great view. The staff for the most part was welcoming. We stayed here twice--once after opening and then about a month and a half later. They made good progress on the updated in the rlapsed time. This last trip we were flying out in a red eye and booked the hotel for a great price. We've done the same at other resorts and preferred this for the laid back experience, the ability to walk to Lydgate to swim. Will definitely do it again.",A little gem in Lihue.,
Hotels,Princeville,US,22.226328,-159.481416,Hotel 2,HI,6/2/2016 5:00:00 PM,3/31/2017 11:32:19 AM,The Staff was outstanding and the service was excellent.,Great Property to stay,
Hotels,Princeville,US,22.226328,-159.481416,Hotel 2,HI,7/23/2016 5:00:00 PM,3/31/2017 11:32:19 AM,"The room was mostly comfortable and great. Beds were comfortable and quiet. Service was helpful and friendly. Can't beat free drinks everyday! The only cons for me 1. There was some old food left on the dresser, kinda gross and 2. The AC (maybe), it cooled the room but something did not keep the humidity out. I don't know if the air wasnt cool enough or if it was coming in from under the door but it was very humid in the room. Sheets and clothes were slightly damp.",Overall great stay!,
Hotels,Princeville,US,22.226328,-159.481416,Hotel 2,HI,4/19/2016 5:00:00 PM,3/31/2017 11:32:19 AM,The hotel had been completely renovated to modern and sleek rooms. The hotel was still under construction at the pool however this didn't impact our stay too much. Hotel is quiet and more grated towards business or a place to sleep versus somewhere to spend slot of time. The location is close to airport and easy access to town of Kapaa which is walking distance. The beach and park was right in front if hotel. The staff at hotel were friendly and hospitable and the bar service was fantastic! The hotel was quiet as not fully open yet. There are limited sunsets in this side of the island but it's still beautiful!,A little gem,
Hotels,Princeville,US,22.226328,-159.481416,Hotel 2,HI,7/9/2016 5:00:00 PM,3/31/2017 11:32:19 AM,"My request of 3 adults in a room was never related to first hotel which is why i ended up at this one. After fumbling through the reservation, the front desk host figured out a way for us to stay in the same room for the same price. Very satisfied with the room and everything else. If i have a feedback, it will be to expedia. Please relate the informatino",Met Expectation,
Hotels,Princeville,US,22.226328,-159.481416,Hotel 2,HI,5/21/2016 5:00:00 PM,3/31/2017 11:32:19 AM,"The construction/reno work is almost over. The grounds are still mostly mud. The lobby was lovely. Our room was updated although the common areas were not yet. The location is STUNNING, our room overlooked the most sacred place in Hawaii. You can still see the petroglyphs on the rocks by the river! The food was HORRIBLE way over priced, AVOID at all costs! I actually ate a protein bar one night because my dinner was inedible - by that I mean I couldn't even chew the pork - and yes, they still charged us 29 for it.You will need a car at this location. If you go for an 8 minute drive north you will be in Kapaa where there are lots of small local eateries a Foodland grocery store. We went to Kountry Kitchen for breakfast.","Beautiful views, nice staff but avoid eating here",
Hotels,Princeville,US,22.226328,-159.481416,Hotel 2,HI,7/17/2016 5:00:00 PM,3/31/2017 11:32:19 AM,"Stay was okay. Front desk workers not so great. Excuses. Printer not working computer froze check in paperwork not ready. Ask for late check out not entered in computer. Phone call to ask if we were checking out. Asked to charge different credit card, not recorded. Upon checkout had to do it all over again. Email receipt not sent. Called next day to inquire and got a snarky tone from person I'll send it again. Well, it wasn't sent to begin with. 22 a day resort fee was ridiculous.",Needs Improvement at front desk,
Hotels,Princeville,US,22.226328,-159.481416,Hotel 2,HI,6/29/2016 5:00:00 PM,3/31/2017 11:32:19 AM,The staff was extremely friendly and accommodating. The room was clean and recently renovated.,Nice hotel,
Hotels,Princeville,US,22.226328,-159.481416,Hotel 2,HI,3/9/2016 4:00:00 PM,3/31/2017 11:32:19 AM,"FURIOUS!! We got re-routed to another hotel. Lady at new hotel was insanely rude and unhelpful.DID NOT like the new hotel. Hotels.com was supposedly supposed to let us know ahead of time that this was going to happen. They did not. We normally love Aston Aloha, and were very sad that we could not stay there. We have tried multiple times to get in touch with Hotels.com and Aston to let them know about this, but no response :(. This ruined the first couple of days of our trip. Wasted a lot of our time. WILL NOT book through Hotels.com again. Might try the Aston again once construction is done.",Not as expected.,
"Condominiums,Condominium & Townhouse Rental & Leasing,Hotel & Motel Management,Vacation Homes Rentals & Sales,Real Estate Management,Hotels,Lodging,Condominium Management,Motels",Kihei,US,20.763436,-156.458353,Hotel 3,HI,7/15/2014 5:00:00 PM,2/1/2017 4:51:05 PM,"We just returned from spending 2 weeks at the Menehune Shores Condo in Kihei, Maui and was so glad we picked this property. We were traveling with 7 people so the three bedroom, 2 bath unit was perfect for us. (We were 7 ranging in ages of 17, 21, 22, 24, and 51). We had condo number 218 which is... More",Condo 218 - Home away from home in Maui,
"Condominiums,Condominium & Townhouse Rental & Leasing,Hotel & Motel Management,Vacation Homes Rentals & Sales,Real Estate Management,Hotels,Lodging,Condominium Management,Motels",Kihei,US,20.763436,-156.458353,Hotel 3,HI,1/7/2015 4:00:00 PM,2/1/2017 4:51:05 PM,"We stayed in unit 512 (a one bedroom). It was ok, fairly clean but had old furniture and needs a good update done to it. But the view was amazing. The moved to unit 105 (a two bedroom). It was filthy and outdated very badly with bugs all over inside (especially if it rained). There was old food and dirt... More",Stayed in 2 different units,
"Condominiums,Condominium & Townhouse Rental & Leasing,Hotel & Motel Management,Vacation Homes Rentals & Sales,Real Estate Management,Hotels,Lodging,Condominium Management,Motels",Kihei,US,20.763436,-156.458353,Hotel 3,HI,12/20/2014 4:00:00 PM,2/1/2017 4:51:05 PM,"We booked this unit on VRBO and stayed for two weeks. The owner was very responsive and answered all emails quickly. The unit has a very good view but is very basic - needs some updating and maintenance to make it feel more like a home. There are beach toys provided, and plenty of towels. There is air conditioning but... More",Unit 604 - nice view but overpriced.,
"Condominiums,Condominium & Townhouse Rental & Leasing,Hotel & Motel Management,Vacation Homes Rentals & Sales,Real Estate Management,Hotels,Lodging,Condominium Management,Motels",Kihei,US,20.763436,-156.458353,Hotel 3,HI,12/5/2015 4:00:00 PM,2/1/2017 4:51:05 PM,My family and I ( husband and two kids) along with my Mother and Sister had the pleasure of staying in the beautiful Hawaiian home from Oct 4-18. It was a beautiful first floor access with stunning views of the ocean from almost everywhere in the suite. The Unit was stocked very well with everything we could need including beach... More,Beautiful home away from home,
